,gameDuration
0,1129.608695652174
1,1591.9565217391305
2,1913.1739130434783
3,1740.304347826087
4,1478.5652173913043
5,1870.6521739130435
6,1792.5217391304348
7,1860.391304347826
8,1521.3478260869565
9,2026.8260869565217
10,1814.0
11,1560.3478260869565
12,2030.304347826087
13,1782.608695652174
14,1624.4782608695652
15,1450.608695652174
16,1230.5652173913043
17,1763.5652173913043
18,2395.782608695652
19,2462.8695652173915
20,1511.9130434782608
21,1597.5217391304348
22,1778.1304347826087
23,1844.9130434782608
24,1905.8695652173913
25,1408.8260869565217
26,2015.695652173913
27,1731.4782608695652
28,2583.5652173913045
29,2100.086956521739
30,1586.7826086956522
31,1781.695652173913
32,1835.8260869565217
33,1588.0434782608695
34,1664.0434782608695
35,1910.6521739130435
36,2067.7391304347825
37,1119.4347826086957
38,1885.2173913043478
39,2466.0434782608695
40,1880.2608695652175
41,1423.1739130434783
42,1170.304347826087
43,2161.608695652174
44,1579.5217391304348
45,2027.7391304347825
46,1735.9130434782608
47,2193.1304347826085
48,1804.9130434782608
49,1266.1304347826087
50,1564.1739130434783
51,2322.5652173913045
52,2072.478260869565
53,1029.1739130434783
54,1490.1304347826087
55,1965.2608695652175
56,977.8260869565217
57,2086.391304347826
58,1739.391304347826
59,1889.0434782608695
60,1781.9130434782608
61,1545.0869565217392
62,1789.0
63,1772.7826086956522
64,2111.478260869565
65,1457.0434782608695
66,1674.695652173913
67,1752.2608695652175
68,1118.7826086956522
69,201.91304347826087
70,1538.7391304347825
71,1770.5217391304348
72,2263.086956521739
73,1144.304347826087
74,1663.2173913043478
75,2106.478260869565
76,1026.0434782608695
77,1640.2608695652175
78,1530.5217391304348
79,1740.695652173913
80,1205.4347826086957
81,2036.1739130434783
82,1691.7826086956522
83,2505.304347826087
84,1341.4782608695652
85,1490.3478260869565
86,1424.8695652173913
87,1839.2173913043478
88,1334.9130434782608
89,1461.5652173913043
90,2400.086956521739
91,1456.0
92,956.8260869565217
93,1749.0869565217392
94,1332.608695652174
95,921.6086956521739
96,1295.4782608695652
97,1495.7826086956522
98,1954.8695652173913
99,2158.521739130435
100,2293.5652173913045
101,1089.7826086956522
102,2066.304347826087
103,1527.2608695652175
104,2505.217391304348
105,1525.304347826087
106,1295.4782608695652
107,1590.2608695652175
108,1690.7391304347825
109,1443.5652173913043
110,1448.8695652173913
111,1198.8695652173913
112,1225.8260869565217
113,1163.4347826086957
114,2286.8260869565215
115,2082.521739130435
116,2184.695652173913
117,2325.2608695652175
118,1843.0869565217392
119,1938.9565217391305
120,1817.2173913043478
121,1378.7826086956522
122,1791.0869565217392
123,1531.8695652173913
124,1647.2608695652175
125,1761.6521739130435
126,1439.6521739130435
127,2103.6521739130435
128,2291.913043478261
129,1512.2173913043478
130,1410.5652173913043
131,2039.2173913043478
132,2431.9565217391305
133,2509.913043478261
134,2315.782608695652
135,2189.8260869565215
136,1415.6521739130435
137,1661.4782608695652
138,1672.5652173913043
139,1916.7826086956522
140,1587.7391304347825
141,1837.7826086956522
142,2072.1304347826085
143,1279.3478260869565
144,2042.391304347826
145,1797.6521739130435
146,989.9565217391304
147,1653.4782608695652
148,984.5652173913044
149,1847.2173913043478
150,2000.9130434782608
151,1176.9565217391305
152,1355.608695652174
153,1236.304347826087
154,1296.6521739130435
155,1297.3478260869565
156,2153.608695652174
157,1832.1304347826087
158,1295.8260869565217
159,1650.1304347826087
160,2272.0434782608695
161,1792.0434782608695
162,1274.8695652173913
163,1330.2173913043478
164,1632.1739130434783
165,199.43478260869566
166,1820.9565217391305
167,1261.5217391304348
168,1742.0869565217392
169,1767.304347826087
170,1212.608695652174
171,1538.695652173913
172,1810.608695652174
173,1839.304347826087
174,1890.695652173913
175,2221.086956521739
176,1836.608695652174
177,2265.6521739130435
178,1386.4347826086957
179,1895.5217391304348
180,1779.2173913043478
181,1816.2608695652175
182,1659.4347826086957
183,2250.608695652174
184,1373.4347826086957
185,943.0434782608696
186,962.6521739130435
187,2018.6521739130435
188,1173.695652173913
189,1713.0434782608695
190,1670.304347826087
191,970.4347826086956
192,2269.6521739130435
193,1913.695652173913
194,2055.695652173913
195,1485.1304347826087
196,1940.9130434782608
197,1578.304347826087
198,1144.0
199,1372.1739130434783
200,1774.608695652174
201,1993.0869565217392
202,1884.9565217391305
203,1962.2173913043478
204,2244.086956521739
205,1765.9565217391305
206,1330.8260869565217
207,1934.3478260869565
208,1718.608695652174
209,1605.5652173913043
210,1661.391304347826
211,1600.7826086956522
212,1782.7826086956522
213,1016.5217391304348
214,1633.1739130434783
215,1592.0434782608695
216,1980.7391304347825
217,2273.086956521739
218,1771.695652173913
219,1611.9565217391305
220,1729.2173913043478
221,1736.7826086956522
222,1544.5652173913043
223,2206.1739130434785
224,2225.782608695652
225,1360.5217391304348
226,2026.9130434782608
227,944.6521739130435
228,871.3478260869565
229,1841.0869565217392
230,1962.0869565217392
231,1749.0869565217392
232,973.6086956521739
233,1737.608695652174
234,1063.1304347826087
235,1593.695652173913
236,1504.391304347826
237,1312.8260869565217
238,2661.478260869565
239,2049.8260869565215
240,1514.5652173913043
241,981.9130434782609
242,1456.8260869565217
243,1830.608695652174
244,1293.8695652173913
245,1953.695652173913
246,2228.913043478261
247,1387.4782608695652
248,1324.304347826087
249,2067.5652173913045
250,976.4347826086956
251,1769.8695652173913
252,1805.0
253,1361.5217391304348
254,1573.0869565217392
255,2008.2608695652175
256,986.1304347826087
257,1371.1739130434783
258,940.3478260869565
259,1178.4782608695652
260,1931.1739130434783
261,1877.1304347826087
262,1798.2608695652175
263,1469.0434782608695
264,1418.0434782608695
265,1728.3478260869565
266,1058.608695652174
267,1573.7826086956522
268,1842.4347826086957
269,1370.2608695652175
270,204.3913043478261
271,1646.4782608695652
272,1493.1739130434783
273,1612.304347826087
274,1460.608695652174
275,998.0869565217391
276,1524.8695652173913
277,1353.5652173913043
278,2382.608695652174
279,1903.0
280,1499.0
281,1839.1304347826087
282,1997.9565217391305
283,1871.0
284,1524.5652173913043
285,1595.1739130434783
286,1085.7826086956522
287,1415.8260869565217
288,1233.9565217391305
289,1855.4347826086957
290,1469.9565217391305
291,1394.8695652173913
292,1284.0869565217392
293,2099.3478260869565
294,1920.391304347826
295,1921.9130434782608
296,1481.1739130434783
297,1970.6521739130435
298,1156.9565217391305
299,1732.695652173913
300,2069.478260869565
301,2998.086956521739
302,1673.2173913043478
303,1511.7826086956522
304,2242.1739130434785
305,2147.1304347826085
306,1991.0
307,1827.0
308,1486.9565217391305
309,1749.304347826087
310,1848.5652173913043
311,1797.695652173913
312,1512.1739130434783
313,1604.8695652173913
314,1591.1304347826087
315,1335.9130434782608
316,1635.8260869565217
317,1194.695652173913
318,1646.5652173913043
319,1386.0
320,1582.7826086956522
321,1929.1739130434783
322,1283.391304347826
323,1681.9565217391305
324,1613.0869565217392
325,1001.304347826087
326,2141.1304347826085
327,1622.0
328,2212.9565217391305
329,1269.6521739130435
330,2374.695652173913
331,2176.6521739130435
332,1270.9565217391305
333,2644.913043478261
334,1548.3478260869565
335,2295.5652173913045
336,1250.5217391304348
337,2351.8695652173915
338,998.4347826086956
339,2068.4347826086955
340,200.95652173913044
341,1566.8695652173913
342,2094.478260869565
343,2131.0434782608695
344,1864.1304347826087
345,2401.9565217391305
346,2076.521739130435
347,1095.5652173913043
348,2005.4347826086957
349,1518.8260869565217
350,1198.4782608695652
351,1638.5652173913043
352,1385.6521739130435
353,1547.5652173913043
354,1548.1739130434783
355,2249.391304347826
356,1561.9565217391305
357,1288.4347826086957
358,1528.391304347826
359,1326.8260869565217
360,1886.608695652174
361,1800.6521739130435
362,2099.1739130434785
363,1376.6521739130435
364,2083.1304347826085
365,1623.8260869565217
366,968.1739130434783
367,1106.2173913043478
368,1462.9130434782608
369,1835.1304347826087
370,1739.9130434782608
371,1768.2608695652175
372,1457.0434782608695
373,1977.1304347826087
374,1885.0
375,1708.0434782608695
376,1254.1304347826087
377,1462.9130434782608
378,1419.0869565217392
379,2016.2608695652175
380,1212.391304347826
381,2278.478260869565
382,1640.695652173913
383,1997.4782608695652
384,971.5217391304348
385,782.4782608695652
386,1538.9565217391305
387,2345.9565217391305
388,1696.1304347826087
389,1843.4782608695652
390,1384.2173913043478
391,1750.9565217391305
392,1394.7391304347825
393,201.56521739130434
394,1946.4782608695652
395,1358.7391304347825
396,1580.0869565217392
397,958.9130434782609
398,964.4347826086956
399,1184.3478260869565
400,1088.1304347826087
401,1337.7391304347825
402,1703.608695652174
403,1576.3478260869565
404,2028.2173913043478
405,1807.1739130434783
406,2175.1739130434785
407,1079.2173913043478
408,2422.2608695652175
409,1609.608695652174
410,595.7826086956521
411,1841.7391304347825
412,1609.0
413,802.695652173913
414,1905.1304347826087
415,1786.0
416,2108.5652173913045
417,1607.4782608695652
418,602.6086956521739
419,633.8260869565217
420,1736.2173913043478
421,1729.4347826086957
422,1750.3478260869565
423,2041.304347826087
424,1758.304347826087
425,1620.2608695652175
426,2232.2608695652175
427,1072.7391304347825
428,1336.7391304347825
429,2124.782608695652
430,1852.5652173913043
431,1251.0
432,1838.608695652174
433,1284.3478260869565
434,1747.391304347826
435,1967.0869565217392
436,1684.8260869565217
437,1857.9130434782608
438,914.7826086956521
439,1857.304347826087
440,1407.6521739130435
441,2423.391304347826
442,1281.4782608695652
443,1407.8695652173913
444,2554.1304347826085
445,2006.5652173913043
446,2105.217391304348
447,1352.8260869565217
448,1803.1304347826087
449,2190.695652173913
450,1157.4347826086957
451,1522.0
452,1737.0869565217392
453,1811.0434782608695
454,2198.1739130434785
455,2450.1739130434785
456,1957.0434782608695
457,2256.2608695652175
458,1537.1304347826087
459,2184.521739130435
460,1927.5652173913043
461,1403.304347826087
462,1643.7826086956522
463,1947.608695652174
464,1973.3478260869565
465,2593.2608695652175
466,1275.2173913043478
467,2019.608695652174
468,2236.8260869565215
469,986.3478260869565
470,1892.8695652173913
471,1627.5652173913043
472,2060.086956521739
473,1596.695652173913
474,1116.4347826086957
475,1906.4782608695652
476,2215.521739130435
477,2039.6521739130435
478,1846.7826086956522
479,1602.0869565217392
480,1439.4347826086957
481,1806.4782608695652
482,2357.782608695652
483,1969.391304347826
484,2269.608695652174
485,993.3478260869565
486,1639.2173913043478
487,1403.9130434782608
488,1683.304347826087
489,1142.5652173913043
490,1553.1304347826087
491,1601.0434782608695
492,1789.2608695652175
493,1564.7391304347825
494,1043.0
495,2159.391304347826
496,2077.6521739130435
497,1520.4782608695652
498,1582.9565217391305
499,1853.3478260869565
500,1244.608695652174
501,2588.1304347826085
502,2180.304347826087
503,1373.1739130434783
504,2531.217391304348
505,2030.5652173913043
506,1362.8695652173913
507,1639.4782608695652
508,2202.6521739130435
509,1784.8695652173913
510,1741.0434782608695
511,1872.304347826087
512,1053.0
513,2431.3478260869565
514,1728.0869565217392
515,2404.086956521739
516,2175.4347826086955
517,1449.8260869565217
518,2745.7391304347825
519,2457.9565217391305
520,2258.391304347826
521,1116.608695652174
522,1882.7826086956522
523,2315.521739130435
524,1420.1304347826087
525,1419.1304347826087
526,1163.1739130434783
527,1647.5652173913043
528,1608.1304347826087
529,1565.0869565217392
530,1343.0869565217392
531,2556.304347826087
532,1500.0
533,1823.8260869565217
534,2309.217391304348
535,1281.304347826087
536,1266.9130434782608
537,1993.9565217391305
538,1456.5217391304348
539,1644.9130434782608
540,1972.0434782608695
541,1993.0434782608695
542,2020.2173913043478
543,2064.9565217391305
544,968.7826086956521
545,2135.913043478261
546,1544.4347826086957
547,1457.6521739130435
548,1344.3478260869565
549,1471.2173913043478
550,1973.7391304347825
551,2067.2608695652175
552,1573.1304347826087
553,2013.6521739130435
554,1296.695652173913
555,1619.4347826086957
556,1787.695652173913
557,1890.5652173913043
558,1302.4782608695652
559,1727.304347826087
560,1415.304347826087
561,1823.4347826086957
562,1807.7826086956522
563,1453.5652173913043
564,1805.6521739130435
565,1424.8695652173913
566,1491.5217391304348
567,1222.0
568,1811.8260869565217
569,2098.4347826086955
570,2281.9565217391305
571,2469.521739130435
572,1974.0869565217392
573,1968.608695652174
574,1032.8260869565217
575,2077.1304347826085
576,1388.391304347826
577,1734.8260869565217
578,2053.0
579,2376.086956521739
580,1717.608695652174
581,1683.608695652174
582,1087.7826086956522
583,961.6086956521739
584,2170.478260869565
585,1884.5652173913043
586,2112.8260869565215
587,1757.9130434782608
588,2124.3478260869565
589,1525.9130434782608
590,2199.2608695652175
591,2305.8695652173915
592,1247.304347826087
593,2547.2608695652175
594,2101.782608695652
595,198.6086956521739
596,1311.5652173913043
597,2216.8260869565215
598,1683.1739130434783
599,1238.0
600,1698.608695652174
601,1699.6521739130435
602,1601.2608695652175
603,1278.2608695652175
604,1730.4347826086957
605,1169.0
606,1613.1739130434783
607,1917.4782608695652
608,1843.7826086956522
609,1737.7391304347825
610,1468.1304347826087
611,1862.695652173913
612,1760.304347826087
613,1110.2173913043478
614,2112.782608695652
615,2158.913043478261
616,2036.5652173913043
617,1452.5217391304348
618,1922.1739130434783
619,2478.8695652173915
620,1364.3478260869565
621,2221.086956521739
622,2117.7391304347825
623,2571.8260869565215
624,1422.7391304347825
625,1529.9565217391305
626,1390.5217391304348
627,955.1739130434783
628,1709.5652173913043
629,2072.391304347826
630,1336.304347826087
631,1782.4347826086957
632,2006.9565217391305
633,1658.695652173913
634,1683.0869565217392
635,2446.7391304347825
636,2059.304347826087
637,1640.5652173913043
638,1227.4347826086957
639,1574.5652173913043
640,1406.8695652173913
641,990.8260869565217
642,1641.0434782608695
643,1773.0869565217392
644,2117.1739130434785
645,1991.304347826087
646,1995.3478260869565
647,2291.2608695652175
648,1763.9130434782608
649,1610.9130434782608
650,2298.0434782608695
651,1299.4347826086957
652,2038.1739130434783
653,1412.7391304347825
654,1662.6521739130435
655,1562.608695652174
656,1445.1739130434783
657,2141.8695652173915
658,2025.6521739130435
659,1049.695652173913
660,1904.9130434782608
661,2242.1739130434785
662,2117.3478260869565
663,2214.913043478261
664,2293.4347826086955
665,1573.6521739130435
666,1815.6521739130435
667,1106.304347826087
668,944.0869565217391
669,2153.7391304347825
670,1963.0
671,2426.391304347826
672,2263.521739130435
673,1862.3478260869565
674,2463.217391304348
675,2621.0434782608695
676,1419.304347826087
677,2508.608695652174
678,1908.1304347826087
679,1213.608695652174
680,1800.0
681,1634.7391304347825
682,1950.9130434782608
683,1186.304347826087
684,1727.5652173913043
685,1773.608695652174
686,1657.608695652174
687,1863.4782608695652
688,1397.391304347826
689,1570.304347826087
690,1842.4782608695652
691,1747.2608695652175
692,2568.217391304348
693,1807.7826086956522
694,1154.0869565217392
695,2087.9565217391305
696,1102.0
697,1853.5652173913043
698,1693.304347826087
699,2425.695652173913
700,1744.1739130434783
701,1235.695652173913
702,2347.0434782608695
703,1678.4782608695652
704,1303.7391304347825
705,1941.608695652174
706,1788.1739130434783
707,1773.0
708,1755.0869565217392
709,1434.4782608695652
710,2294.8695652173915
711,1625.5217391304348
712,2613.6521739130435
713,2092.217391304348
714,1684.8695652173913
715,1773.5217391304348
716,1382.0869565217392
717,1454.3478260869565
718,1659.695652173913
719,1676.0869565217392
720,1310.1739130434783
721,2451.2608695652175
722,1577.608695652174
723,1966.1304347826087
724,2039.4782608695652
725,1304.9565217391305
726,1178.7826086956522
727,1975.9565217391305
728,1573.8695652173913
729,2558.782608695652
730,1162.1739130434783
731,1157.5652173913043
732,963.5217391304348
733,932.3913043478261
734,971.2608695652174
735,970.4782608695652
736,1941.695652173913
737,973.8260869565217
738,2064.4347826086955
739,1979.3478260869565
740,942.6086956521739
741,1142.4782608695652
742,2118.0
743,2506.391304347826
744,2085.8260869565215
745,1950.4347826086957
746,1986.4782608695652
747,1578.0434782608695
748,1375.9130434782608
749,2060.217391304348
750,1849.4782608695652
751,1628.4347826086957
752,1493.1739130434783
753,1537.0434782608695
754,1045.304347826087
755,1288.391304347826
756,2011.5652173913043
757,1475.4782608695652
758,1294.391304347826
759,918.8695652173913
760,2701.304347826087
761,1254.695652173913
762,1395.7826086956522
763,1859.0
764,1972.0
765,1557.695652173913
766,2329.6521739130435
767,977.8695652173913
768,2414.8695652173915
769,1555.8260869565217
770,1523.3478260869565
771,951.5217391304348
772,1552.7391304347825
773,1942.0869565217392
774,2316.304347826087
775,1688.4782608695652
776,1778.9130434782608
777,1772.9565217391305
778,1307.304347826087
779,1388.9130434782608
780,1443.695652173913
781,987.304347826087
782,1420.1739130434783
783,2160.391304347826
784,1473.2173913043478
785,2121.8260869565215
786,1764.4347826086957
787,202.08695652173913
788,1343.6521739130435
789,1830.5652173913043
790,1225.7391304347825
791,1425.304347826087
792,1908.6521739130435
793,2039.2173913043478
794,2676.304347826087
795,1909.9565217391305
796,980.4347826086956
797,2225.782608695652
798,2669.0434782608695
799,1891.391304347826
800,1326.0434782608695
801,2512.6521739130435
802,823.9565217391304
