index,gameDuration
0,1066.8414
1,1511.5228
2,1825.4635
3,1668.8519
4,1389.8088
5,1788.5729
6,1699.658
7,1796.5477
8,1470.7164
9,1963.1837
10,1727.718
11,1491.3678
12,1947.6154
13,1713.4796
14,1531.6002
15,1381.9268
16,1192.8098
17,1678.7206
18,2263.767
19,2407.1497
20,1435.0007
21,1532.1772
22,1714.3608
23,1761.9197
24,1820.8071
25,1340.9624
26,1936.5659
27,1645.7987
28,2473.3035
29,1995.3541
30,1504.8876
31,1713.8579
32,1752.4346
33,1504.8777
34,1610.6624
35,1819.8628
36,1989.8728
37,1086.9707
38,1795.535
39,2383.1465
40,1788.05
41,1380.0947
42,1122.8323
43,2084.0369
44,1504.8281
45,1927.6965
46,1663.2001
47,2125.348
48,1718.7542
49,1210.999
50,1494.7238
51,2239.3718
52,1986.7599
53,980.8536
54,1419.0262
55,1876.3344
56,946.9128
57,1961.9996
58,1651.9778
59,1799.0908
60,1687.9264
61,1482.1777
62,1704.684
63,1718.271
64,2007.7568
65,1400.4773
66,1581.5475
67,1670.6852
68,1039.4388
69,207.10695
70,1477.7579
71,1689.0847
72,2180.4634
73,1069.2455
74,1582.1204
75,1985.9604
76,976.33105
77,1582.324
78,1462.6666
79,1680.7323
80,1161.6709
81,1915.8214
82,1612.7174
83,2409.8938
84,1277.8367
85,1415.2786
86,1359.572
87,1764.096
88,1297.7223
89,1392.4247
90,2320.7551
91,1398.7375
92,924.31714
93,1683.413
94,1255.094
95,857.32983
96,1249.4183
97,1444.3423
98,1871.8026
99,2066.2366
100,2177.2224
101,1033.8969
102,1973.9841
103,1486.9131
104,2421.3137
105,1457.4684
106,1239.7876
107,1381.9285
108,1619.3633
109,1194.6334
110,1385.7925
111,1279.6748
112,1251.8154
113,1249.5098
114,2236.8892
115,1967.4022
116,2083.5396
117,2210.6401
118,1708.9557
119,1835.18
120,1602.0868
121,1151.1625
122,1624.001
123,1468.2834
124,1493.8822
125,1756.6306
126,1332.5387
127,2331.9597
128,2186.1262
129,1459.0768
130,1362.896
131,1979.6451
132,2362.0635
133,2395.07
134,2208.248
135,2112.5635
136,1354.6008
137,1575.6495
138,1595.0244
139,1837.912
140,1523.1559
141,1748.8362
142,1984.994
143,1222.6675
144,1921.4558
145,1723.6097
146,954.33905
147,1569.8857
148,956.2743
149,1767.56
150,1916.3812
151,1106.1849
152,1304.3691
153,1171.9503
154,1230.9521
155,981.41705
156,2078.728
157,1743.5024
158,1220.2306
159,1553.1134
160,2178.3408
161,1719.9202
162,1216.0544
163,1276.9335
164,1556.2876
165,202.23529
166,1703.9736
167,1235.5991
168,1465.9597
169,1688.3069
170,1170.026
171,1455.3406
172,1732.4282
173,1781.0714
174,1787.0626
175,2142.3018
176,1783.6282
177,2180.1665
178,1330.569
179,1805.3701
180,1704.6118
181,1737.2607
182,1590.8282
183,2133.7666
184,1319.4214
185,921.7959
186,943.57745
187,1969.2819
188,1124.2261
189,1644.1451
190,1580.2437
191,936.6646
192,2196.4182
193,1836.0935
194,1982.1205
195,1424.2675
196,1846.0426
197,1497.9978
198,1061.1858
199,1304.1837
200,1680.9631
201,1899.2913
202,1793.4514
203,1857.9088
204,2120.9248
205,1699.6945
206,1281.1589
207,1857.132
208,1634.4613
209,1522.1028
210,1526.7028
211,1513.071
212,1708.2542
213,972.31604
214,1556.4557
215,1527.66
216,1879.0767
217,2168.1409
218,1686.5093
219,1531.4668
220,1647.1915
221,1658.3967
222,1483.7322
223,2105.2283
224,2140.6646
225,1306.2466
226,1952.8678
227,919.5847
228,812.3326
229,1758.8068
230,1881.0648
231,1683.0719
232,947.0995
233,1663.6963
234,1006.7823
235,1518.4388
236,1459.5502
237,1253.8198
238,2573.234
239,1970.985
240,1449.7107
241,946.3884
242,1382.2656
243,1751.4465
244,1239.9437
245,1876.996
246,2112.5112
247,1320.5099
248,1255.4363
249,1977.1573
250,963.6055
251,1713.332
252,1719.3064
253,1284.7649
254,1499.2942
255,1944.834
256,957.6469
257,1308.0957
258,911.23535
259,1133.5299
260,1870.4114
261,1784.1099
262,1722.5481
263,1393.4841
264,1349.0134
265,1652.9786
266,1003.05646
267,1509.0695
268,1768.327
269,1305.9631
270,208.2798
271,1579.0265
272,1418.0315
273,1520.2408
274,1388.2253
275,950.7433
276,1463.4005
277,1289.4456
278,2247.1172
279,1820.616
280,1431.4792
281,1754.0054
282,1882.7318
283,1783.2991
284,1446.502
285,1535.9727
286,1021.9101
287,1335.7048
288,1155.4279
289,1780.4187
290,1406.9622
291,1339.4116
292,1226.0011
293,2016.7722
294,1843.7301
295,1793.4775
296,1424.1768
297,1862.174
298,1100.6338
299,1656.5516
300,1973.6077
301,2965.036
302,1601.5066
303,1440.1088
304,2156.2
305,2052.1467
306,1914.2051
307,1785.7133
308,1410.3627
309,1664.9569
310,1803.7842
311,1717.9827
312,1458.3972
313,1513.9266
314,1517.723
315,1273.1329
316,1562.1707
317,1146.708
318,1611.6
319,1308.6312
320,1516.5782
321,1833.5283
322,1236.9076
323,1606.1245
324,1536.7732
325,967.0637
326,2039.3984
327,1530.4529
328,2119.36
329,1204.868
330,2349.3845
331,2090.0925
332,1212.7491
333,2578.8762
334,1478.8477
335,2185.536
336,1202.0881
337,2262.1511
338,966.98
339,1969.0991
340,200.63629
341,1506.081
342,2007.3108
343,2025.3374
344,1784.3046
345,2238.8523
346,1960.118
347,1027.8517
348,1909.1678
349,1442.9248
350,1133.3066
351,1575.5237
352,1343.6804
353,1486.6472
354,1496.6919
355,2133.6287
356,1487.5924
357,1216.5836
358,1446.9344
359,1272.1316
360,1794.6208
361,1724.2751
362,2031.0254
363,1335.357
364,2025.3196
365,1550.8505
366,951.5004
367,1059.4432
368,1388.6523
369,1743.4467
370,1657.3853
371,1679.2135
372,1380.9863
373,1863.9321
374,1814.7285
375,1635.338
376,1191.6942
377,1413.8893
378,1344.8147
379,1935.4099
380,1150.9856
381,2177.345
382,1547.2668
383,1921.2537
384,937.9055
385,774.45233
386,1474.6128
387,2278.9424
388,1607.1882
389,1802.7715
390,1300.9847
391,1681.0336
392,1335.3248
393,203.84274
394,1853.1188
395,1300.5942
396,1508.6339
397,924.87897
398,939.03564
399,1141.0836
400,1022.9216
401,1277.334
402,1693.9312
403,1535.614
404,1968.2073
405,1731.9423
406,2094.3079
407,1019.14984
408,2335.9788
409,1632.6415
410,402.61203
411,1739.3428
412,1541.3268
413,780.0257
414,1822.2455
415,1693.6478
416,2083.164
417,1560.6613
418,457.07828
419,599.8507
420,1686.5388
421,1652.5612
422,1674.4326
423,1985.4081
424,1674.9226
425,1542.562
426,2130.7146
427,1033.3611
428,1286.6097
429,2041.0293
430,1761.8822
431,1129.438
432,1764.3901
433,1223.6064
434,1673.9011
435,1886.4277
436,1608.7744
437,1762.1642
438,886.5046
439,1778.2911
440,1333.1053
441,2300.8
442,1217.0123
443,1342.6208
444,2493.7703
445,1908.1954
446,1957.5194
447,1281.4849
448,1728.6759
449,2089.5564
450,1092.9867
451,1456.6713
452,1648.7936
453,1718.4176
454,2110.9556
455,2343.9731
456,1868.3699
457,2142.2415
458,1474.0013
459,2066.8433
460,1859.26
461,1342.3348
462,1563.8124
463,1857.3483
464,1898.8794
465,2515.398
466,1215.1212
467,1941.3732
468,2166.5864
469,958.5097
470,1810.9504
471,1557.2942
472,1990.8748
473,1520.125
474,1054.5199
475,1844.6484
476,2115.6047
477,2004.0531
478,1870.8711
479,1550.8563
480,1359.5927
481,1732.0603
482,2245.4238
483,1868.3442
484,2207.1936
485,956.361
486,1561.7567
487,1335.2952
488,1604.8463
489,1077.625
490,1491.9945
491,1516.5536
492,1715.6084
493,1495.3278
494,990.008
495,2036.3981
496,1955.5208
497,1459.1866
498,1484.9568
499,1764.3464
500,1201.1477
501,2503.6357
502,2084.688
503,1324.675
504,2401.5105
505,1925.4028
506,1317.4391
507,1556.8064
508,2113.3057
509,1683.0035
510,1657.2704
511,1780.2568
512,1005.4054
513,2331.1035
514,1652.0907
515,2320.2478
516,2061.7834
517,1377.1182
518,2761.58
519,2316.8225
